"Site_nr" "site_name" "HighForest" "HFclass" "HFpost" "Forest" "Foclass" "Fopost" "Agriculture" "Agclass" "Agpost" "Coniferous" "Beech" "Beclass" "Bepost" "Oak" "Oaclass" "Oapost" "Willow" "Wiclass" "Wipost" "Heathland" "Dwarfshrubs" "DSclass" "DSpost" "Alder" "Alclass" "Alpost" "Phragmites" "Phclass" "Phpost" "Atlantic" "Jutland" "Jyclass" "Jypost"
"86" 86 "Tisvilde_Hegn" 1 1 0.33443009275983 1 2 0.99916305763094 0 1 7.79546789700348e-06 1 0 1 0.111811162084692 0 1 0.363650675878868 0 1 1.15629592656996e-08 0 0 1 0.0722261398279938 0 1 0.00674659851568099 0 1 1.15629592656996e-08 0 0 1 0.467582268984104
"87" 87 "Tibberup_Holme" 0 2 0.682771129944933 1 2 0.999813412734812 0 1 1.43099890562727e-09 0 0 1 0.11214014513228 1 2 0.535850796612956 0 1 6.24669802905601e-14 0 0 1 0.00412097626936303 0 1 0.00435367731864348 0 1 6.24669802905601e-14 0 0 2 0.678781394915015
"88" 88 "Diesbjerg" 0 1 4.99788734839699e-05 0 1 6.35592566516379e-08 0 1 0.0162988695886057 0 0 1 0.0759866806379933 0 1 1.67562975612494e-05 0 1 8.21336457619999e-68 0 0 1 0.0202653514026224 0 1 1.0686049846989e-08 0 1 8.21336457619999e-68 0 0 1 0.363389908045122
"89" 89 "Eskebjerg_Vesterlyng" 0 1 0.00055791250458317 0 1 1.804448586648e-05 0 1 3.8405074964446e-07 0 0 1 0.0457230722843752 0 1 1.42319723410553e-08 0 1 1.02152822353841e-26 0 0 1 0.156248695904241 0 1 0.00113225802324306 0 1 1.02152822353841e-26 0 0 2 0.614064310206544
"90" 90 "Eskebjerg_Enghave" 0 1 9.86137411923817e-07 0 1 1.48688928631409e-05 0 1 3.06606995672953e-21 0 0 1 0.00333533290720137 0 1 4.09368994853322e-10 0 1 1.09510605895307e-16 0 1 2 0.913713322975989 0 1 0.00293645111803844 0 1 1.09510605895307e-16 0 0 1 0.468230810382618
"91" 91 "Malles_Naes" 0 1 1.81387764956037e-05 0 1 9.06893773956815e-08 0 1 0.00981336764229236 0 0 1 0.00251164836427996 0 1 1.25619859760089e-12 0 1 2.09216571448257e-34 0 0 1 0.157374914369789 0 1 0.000187514019799374 1 1 2.09216571448257e-34 0 0 2 0.769116846995235
"92" 92 "Kaldred_Kaer" 0 1 0.000152128222493373 0 1 1.35126655674707e-05 0 1 1.43352998841249e-14 0 0 1 0.053344071276931 0 1 1.17700059711095e-15 0 1 5.78946527998561e-16 0 0 1 0.0127683284246656 0 1 0.0767635143415199 1 1 5.78946527998561e-16 0 0 1 0.432841984612922
"93" 93 "Skamlebaek" 0 1 5.2556036748222e-05 0 1 5.24579713949824e-05 0 1 0.00225488646499998 0 0 1 0.042972230206886 0 1 0.00243084962119574 0 1 2.95802438880731e-41 1 1 2 0.732457666076304 0 1 1.82262225449692e-06 0 1 2.95802438880731e-41 0 0 2 0.572373747476738
"94" 94 "Roesnaes_Krat" 0 1 0.0375644873021294 0 1 5.17407213123442e-05 0 1 0.0273134567567592 0 0 1 0.116464265842612 0 1 1.39133934093423e-05 0 1 1.13392981386052e-49 0 0 1 0.000501349274437797 0 1 3.91973089396854e-06 0 1 1.13392981386052e-49 0 0 1 0.346509839303341
"95" 95 "Roesnaes" 0 1 0.00133142822926972 0 1 1.27602706316987e-07 1 2 0.906733364570209 0 0 1 0.137965878010026 0 1 1.55530704325974e-07 0 1 3.75319584634916e-61 0 0 1 0.0018373160480375 0 1 1.5788295295127e-07 0 1 3.75319584634916e-61 0 0 1 0.375021502817947
"96" 96 "Allindelille_Fredskov" 1 2 0.807549821310627 1 2 0.999997423259486 0 1 4.05428372270984e-13 0 1 1 0.00167942613780491 0 1 0.112816699561422 0 1 3.91599287457567e-07 0 0 1 1.54330545308021e-06 0 1 0.20712395963533 0 1 3.91599287457567e-07 0 0 1 0.487631970185997
"97" 97 "Suserup_Skov" 1 2 0.832562544372316 1 2 0.999965858332566 0 1 1.46429893562223e-14 0 1 1 0.0949873389906154 0 1 0.413432262485995 0 1 2.17321713793494e-14 0 0 1 8.3876945449732e-05 0 1 0.0132097788032433 0 1 2.17321713793494e-14 0 0 1 0.37517566887508
"98" 98 "Broby_Vesterskov" 1 2 0.870113839931401 1 2 0.999995611829182 0 1 1.13004260734069e-08 0 1 1 0.0434784157119153 0 1 0.271985555425297 0 1 1.95559301355173e-11 0 0 1 1.18233387951521e-05 0 1 0.0393911373036655 0 1 1.95559301355173e-11 0 0 1 0.439736840024943
"99" 99 "Avnsoe" 0 1 0.112247547994361 1 2 0.999997220656732 0 1 4.98798305274799e-11 0 0 1 0.122105589301151 0 2 0.511695264919253 0 1 0.264856371704911 0 0 1 0.000740463956174075 0 1 0.0954598100144517 0 1 0.264856371704911 0 0 1 0.400479046618137
"100" 100 "Smuldmosen" 0 1 0.00620208854295615 1 2 0.998858349996812 0 1 2.98043630630476e-26 0 0 1 0.0780314900118295 0 1 0.0363263987103694 1 2 0.643063559003722 0 0 1 0.00335484402299644 0 1 0.456203227058533 0 2 0.643063559003722 0 0 2 0.843514972509139
"101" 101 "Frederikskilde_Skov" 0 1 0.0663866592946121 1 2 0.998702959826317 0 1 5.24400932295183e-22 0 0 1 0.0610738286956191 0 1 0.00144894898025858 0 1 0.11949777954319 0 0 1 3.11766059647238e-05 1 2 0.662973623928787 0 1 0.11949777954319 0 0 2 0.811453164193004
"102" 102 "Kongskilde_Friluftsgaard" 0 1 0.00125624233369182 0 1 4.27248363052894e-08 1 2 0.913732601274358 0 0 1 0.140063901269245 0 1 4.94925656317884e-08 0 1 1.04410030783328e-66 0 0 1 0.000631211353425285 0 1 4.05954956376078e-08 0 1 1.04410030783328e-66 0 0 1 0.459960746923913
"103" 103 "Fuglebjerg" 0 1 0.00068521465063083 0 1 1.48406546485188e-08 1 2 0.879852091222712 0 0 1 0.141133475475698 0 1 2.13479618947045e-08 0 1 2.10891098869913e-69 0 0 1 0.000660376507405961 0 1 1.94132603074403e-08 0 1 2.10891098869913e-69 0 0 1 0.396044741476775
"104" 104 "Bimosen" 0 1 0.000548633588470441 0 1 1.01326153713816e-05 0 1 1.28621927538988e-17 0 0 1 0.0926860373963696 0 1 7.47373061918711e-16 0 1 3.21914097772377e-18 0 0 1 0.00411123583932862 0 1 0.0508591092932128 0 1 3.21914097772377e-18 0 0 1 0.339874438276046
"105" 105 "Svanninge_Bakker" 0 2 0.670221049786941 1 2 0.999224372083875 0 1 8.2492472010669e-20 0 0 1 0.112639495516842 1 1 0.482367813541123 0 1 9.55130335393269e-19 0 0 1 0.00129707382541415 0 1 0.00243182320251197 0 1 9.55130335393269e-19 0 0 2 0.570397174282067
"106" 106 "Hestebakke" 0 1 1.97055086859601e-05 0 1 8.46143712022183e-08 0 1 0.0916488157798185 0 0 1 0.0226276852674654 0 1 7.45387790333248e-05 0 1 1.72169812106132e-67 0 0 1 0.0548071025767275 0 1 8.00157905973225e-09 0 1 1.72169812106132e-67 0 0 1 0.354570514775502
"107" 107 "Dalkildegaard" 0 2 0.823515711501759 1 2 0.998113002884561 0 1 2.88868894119091e-13 0 0 1 0.113190938053668 1 1 0.0234599013923849 0 1 3.16904404501723e-16 0 0 1 0.000110710511352707 0 1 0.0172668994466967 0 1 3.16904404501723e-16 0 0 1 0.357114027835004
"108" 108 "Iglesoe" 0 1 7.32342889769802e-07 0 1 0.00501196220307524 0 1 9.48833142640383e-23 0 0 1 0.12469230668378 0 1 3.51759298148867e-09 0 1 0.00136737513739105 0 1 2 0.91816221550334 0 1 0.0521721737441845 0 1 0.00136737513739105 0 0 1 0.340157266712226
"109" 109 "Roedme_Svinehaver" 0 1 0.000285409470983432 0 1 2.08204909326174e-05 0 1 0.499993466173213 0 0 1 0.010292930739628 0 1 0.00079078202866511 0 1 8.63391048939066e-46 0 0 1 0.245411445951223 0 1 1.76147371891437e-06 0 1 8.63391048939066e-46 0 0 2 0.623801759540648
"110" 110 "Skyttegaard" 0 1 0.00375578454532766 1 2 0.997498131773562 0 1 4.32815858719308e-38 0 0 1 0.11168827974704 0 1 0.0381167041545581 0 1 0.37900888014041 0 0 1 0.0606404602003351 0 1 0.137703041700931 0 1 0.37900888014041 0 0 1 0.335181267588954
"111" 111 "Nybo_Mose" 0 1 6.29460655140574e-06 0 1 0.000732683985494273 0 1 4.24654756003224e-20 0 0 1 0.0443467054771328 0 1 2.02878851913297e-07 0 1 7.34778217177268e-12 0 1 2 0.956935887596572 0 1 0.00299355808666091 0 1 7.34778217177268e-12 0 0 1 0.402241944712663
"112" 112 "Staevningen" 0 1 1.03765599352306e-05 0 1 0.00468090815389026 0 1 8.61738860606974e-33 0 0 1 0.01908467241434 0 1 2.22386814420705e-07 0 1 2.75777196823814e-07 0 1 2 0.929776823901584 0 1 0.0136897187506357 0 1 2.75777196823814e-07 0 0 1 0.382363877845537
"113" 113 "Fuglsang_Storskov" 1 2 0.551790976651511 1 2 0.999714183425605 0 1 8.94840332051154e-05 1 0 1 0.0818127941063352 0 2 0.562349393283097 0 1 6.06624546622495e-13 0 0 1 0.0130294551236178 0 1 0.00357901243732533 0 1 6.06624546622495e-13 0 0 1 0.4639051509269
"114" 114 "Loegnor" 1 2 0.771659204426455 1 2 0.999990850666352 0 1 9.24749354175048e-07 0 1 1 0.0989593238947017 0 1 0.496558181068624 0 1 2.3554634800596e-12 0 0 1 0.000983398388578955 0 1 0.00554499361429546 0 1 2.3554634800596e-12 0 0 1 0.498576245667012
"115" 115 "Bursoe" 0 1 0.0276902236438506 0 1 1.1838956548284e-05 1 2 0.827884042220776 0 0 1 0.143496497571946 0 1 5.91131078429259e-07 0 1 6.83033617436121e-47 0 0 1 0.000875717468970125 0 1 9.73937837953149e-06 0 1 6.83033617436121e-47 0 0 1 0.460437228451988
"116" 116 "Fuglse_Mose" 0 1 0.00133190247724447 1 2 0.997546877906304 0 1 3.87115588676142e-19 0 0 1 0.142221541510466 0 1 0.00406315932950131 1 2 0.773836570566591 0 0 1 0.00131200229766791 1 2 0.56126612227989 0 2 0.773836570566591 0 0 1 0.387714561667313
"117" 117 "Skelsnaes" 0 1 5.81965018165511e-05 1 2 0.964889904455329 0 1 3.63710354217917e-37 0 0 1 0.0982891973800621 0 1 4.69032121803259e-06 1 2 0.814034734771107 0 0 1 0.000646057287145503 1 2 0.703501571095265 1 2 0.814034734771107 0 0 1 0.36773776305672
"118" 118 "Soeholt" 0 1 5.97802438105403e-05 1 2 0.964480075530096 0 1 1.69017395199668e-41 0 0 1 0.0832834431951412 0 1 5.01163149717737e-06 1 2 0.816032742425751 0 0 1 0.000698723056733391 1 2 0.703113309982249 1 2 0.816032742425751 0 0 2 0.619905789298256
"119" 119 "Musse_Mose" 0 1 0.0208316693398596 0 1 0.0031157065466808 0 1 3.88111127006135e-07 0 0 1 0.0116816063973343 0 1 3.00644834247363e-06 0 1 1.76975492348615e-19 0 0 1 0.0294398259325192 0 1 0.010281177351454 0 1 1.76975492348615e-19 0 0 2 0.520908608125334
"120" 120 "Hejrede_Soe" 0 1 0.000567627625559541 0 1 3.59226422791096e-09 1 2 0.852879889332433 0 0 1 0.119951236090695 0 1 8.4278061771796e-10 0 1 6.69492033763501e-70 0 0 1 0.000522174490178354 0 1 1.9976113919861e-08 0 1 6.69492033763501e-70 0 0 1 0.350498314820872
"121" 121 "Klinteskov" 0 2 0.852561831031116 1 2 0.991400854099777 0 1 8.23834015841218e-09 0 1 1 0.0892966491682984 0 1 0.0102351944527943 0 1 7.10905160017235e-17 0 0 1 1.60852517860164e-05 0 1 0.030422389399196 0 1 7.10905160017235e-17 0 0 1 0.446848695723093
"122" 122 "Ulvshale_Klit" 0 1 6.60088415224454e-08 0 1 1.25559470418344e-09 0 1 6.11409629701254e-06 0 0 1 0.00207841698645744 0 1 1.39791661890563e-07 0 1 1.12484810822199e-62 0 1 2 0.600972867008204 0 1 1.25938367880009e-08 0 1 1.12484810822199e-62 0 0 1 0.352939920813865
"123" 123 "Ulvshale_Hede" 0 1 2.78755498923982e-06 0 1 3.73123284092801e-05 0 1 5.19610349128554e-10 0 0 1 0.00431049076781303 0 1 2.81396434253989e-09 0 1 4.01759191843875e-16 1 1 2 0.902304669453418 0 1 0.00335161082209256 0 1 4.01759191843875e-16 0 0 1 0.362966143990458
"124" 124 "Busemarke_Mose" 0 1 0.00100285942088927 0 1 3.49436355252781e-08 0 1 0.351346018600359 0 0 1 0.0522082238237286 0 1 2.7487728390585e-15 0 1 3.02912740870492e-40 0 0 1 0.00187609787190386 0 1 0.000112980448044713 0 1 3.02912740870492e-40 0 0 2 0.90289269000542
"125" 125 "Busemarke_Soe" 0 1 6.87230327283072e-05 0 1 4.42294348337957e-07 0 1 0.000389950324914859 0 0 1 0.0136068017310883 0 1 2.21349276583623e-17 0 1 9.7285259020079e-24 0 0 1 0.0127902090475257 0 1 0.00993521636259188 0 1 9.7285259020079e-24 0 0 2 0.579716917996146
"126" 126 "Hoevblege" 0 1 0.000458042951999949 0 1 2.44897533733832e-06 0 1 0.0538814984576252 0 0 1 0.13384178684496 0 1 0.000419519643302561 0 1 2.06739268416344e-71 0 0 1 0.00108667632533543 0 1 5.22287154031764e-09 0 1 2.06739268416344e-71 0 0 1 0.352651463760091
"127" 127 "Timesoe_Bjerg" 1 2 0.59942155649047 1 2 0.766065466429591 0 1 9.67353473727398e-15 0 1 1 0.00355060903153533 0 1 0.00444424660046892 0 1 2.50527641063869e-17 0 0 1 0.000372749406303696 0 1 0.0219866408911273 0 1 2.50527641063869e-17 0 0 2 0.617727571876622
"128" 128 "Jydelejet" 0 1 0.0398062057707899 0 1 2.59824944577195e-05 0 1 0.0074356321733324 0 0 1 0.023881499422865 0 1 1.84123093657311e-07 0 1 2.44941556836054e-40 0 0 1 0.00125896285709074 0 1 6.34623537120016e-05 0 1 2.44941556836054e-40 0 0 2 0.546409223593049
"129" 129 "Hegnede_Bakke" 0 1 9.8643646642742e-05 0 1 1.21416580786319e-09 1 2 0.937484444094233 0 0 1 0.146043977397975 0 1 6.41253956622807e-11 0 1 1.1926313163203e-64 0 0 1 0.00388858639738842 0 1 7.01824299617045e-08 0 1 1.1926313163203e-64 0 0 1 0.381197620847981
"130" 130 "Lindebakker" 1 2 0.796938987740946 1 2 0.999935539277117 0 1 1.3737142564267e-06 0 1 1 0.0922013324356909 0 1 0.481812311037638 0 1 2.95180799732714e-15 0 0 1 0.000209802218298653 0 1 0.0082882638441926 0 1 2.95180799732714e-15 0 0 2 0.798599133176733
