	S001	S002	S003	S004	S005	S006	S007	S008	S009	S010	S011	S012	S013	S014	S015	S016	S017	S018	S020	S021	S022	S024	S025	S026	S027	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S040	S041	S042	S043	S044	S045	S046	S047	S048	S049	S050	S051	S053	S054	S055	S056	S057	S058	S059	S060	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S077	S078	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S093	S094	S095	S096	S097	S098	S099	S100	S101	S102	S103	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S165	S166	S167	S168	S169	S170	S171	S173	S174	S175	S176	S178	S179	S180	S181	S182	S183	S184	S185	S186	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S230	S231	S232	S233	S234	S235	S236	S237	S238	S239	S240	S242	S243	S244	S245	S246	S247	S248	S249	S250	S251	S252	S253	S254	S255	S256	S257	S258	S259	S260	S261	S262	S264	S265	S266	S267	S268	S269	S270	S271	S272	S273	S274	S275	S276	S277	S278	S279	S280	S281	S282	S283	S284	S285	S286	S287	S288	S289	S290	S291	S292	S293	S294	S295	S296	S298	S299	S300	S301	S302	S303	S304	S306	S307	S308	S309	S310	S311	S312	S313	S314	S315	S316	S318	S319	S320	S321	S322	S323	S324	S325	S326	S327	S328	S330	S331	S332	S333	S334	S335	S336	S337	S338	S339	S340	S341	S342	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352	S353	S354	S355	S356	S357	S358	S359	S360	S361	S362	S363	S364	S365	S366	S368	S369	S370	S371	S372	S373	S374	S375	S376	S377	S378	S380	S381	S382	S383	S384	S385	S386	S387	S388	S389	S390	S391	S392	S393	S394	S395	S396	S397	S398	S399	S400	S401	S403	S404	S405	S406	S407	S408	S409	S410	S411
seq11	3299	0	0	0	0	0	0	42	0	61	0	0	290	0	0	0	0	298	0	523	155	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	0	0	0	0	0	0	0	15419	0	0	2885	0	14531	0	0	0	0	503	0	2953	0	0	0	0	34	156	0	0	2700	2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	1940	76	0	0	0	0	0	0	12962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9337	0	0	0	0	0	0	0	0	0	0	0	0	958	0	0	825	0	0	1126	0	0	0	0	0	3139	0	0	2343	0	0	448	2201	0	0	0	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2933	35	0	0	0	0	5527	56	0	0	0	193	741	0	0	0	0	50	6	0	0	915	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	667	82	0	0	0	0	0	0	8239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13560	0	0	0	0	0	0	0	0	0	691	0	1293	1457	0	0	4254	0	0	0	0	682	0	0	1311	0	0	0	2606	0	0	0	4148	0	0	0	3433	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11793	0	0	121	0	402	0	1076	0	0	0	0	42	48	0	0	1419	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	501	772	67	0	0	0	0	0	0	3431	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
seq12	140	0	0	0	0	0	0	0	381	0	0	0	203	445	0	0	0	0	0	210	0	0	0	0	0	213	1693	0	136	0	0	0	0	299	0	0	0	8945	0	82	0	382	65	1445	0	0	0	0	0	0	3749	3621	0	0	1026	0	1055	5173	0	0	3095	0	8020	6345	0	0	0	0	38	228	45	2095	63	0	0	0	0	591	0	791	411	393	792	0	256	0	0	1491	0	0	2052	0	0	0	1328	0	860	0	0	0	0	13	0	0	0	0	723	17	0	0	0	0	0	0	0	0	0	0	6210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3242	6018	0	0	0	0	0	0	0	1940	204	0	0	0	0	0	0	0	372	0	356	0	0	0	0	0	661	33	2359	0	125	0	0	0	0	1260	0	0	7698	49	0	954	0	244	0	0	0	0	0	5210	3691	0	0	0	0	0	59	0	0	58	238	53	28	0	0	0	0	146	0	343	667	111	49	0	84	0	0	1412	0	0	442	0	0	0	526	0	389	0	0	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	2337	0	0	0	0	0	0	0	0	2203	0	0	1524	0	0	0	0	0	0	8269	0	0	0	3681	0	0	0	356	743	1448	0	0	416	0	0	1486	48	0	0	2730	0	0	0	0	800	0	0	3421	2736	0	0	127	52	1035	0	62	0	0	0	75	442	0	0	0	0	3989	0	0	0	164	0	145	0	0	0	0	0	0	0	68	0	0	153	240	88	211	0	0	0	0	0	22	83	0	285	168	0	0	128	96	0	903	0	0	537	0	0	0	696	0	869	0	0	0	0	0	206	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0
seq13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	17703	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6469	0	0	10216	25424	0	0	0	207	2012	256	0	640	0	0	0	142	0	669	0	0	0	3783	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	379	0	0	0	0	0	1843	0	0	0	0	0	1356	0	0	0	0	0	137	0	0	0	0	0	0	14500	2421	0	0	0	0	0	0	0	0	0	0	0	563	0	0	8256	0	0	7238	0	0	0	0	0	0	1951	137	492	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2446	0	0	0	0	0	3554	0	0	0	0	0	552	0	0	4481	0	0	3916	80	0	0	0	0	0	0	14142	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	1120	237	0	780	0	0	0	28	0	184	0	0	0	122	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	148
seq14	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	435	0	0	0	0	0	0	0	0	197	2124	1523	0	4022	0	0	0	0	0	0	0	0	664	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	699	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	191	0	0	0	0	277	2873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3973	0	2130	1014	0	0	0	105	0	5511	1557	0	6161	0	0	3108	1412	0	5706	2670	0	453	0	0	7133	0	0	0	0	0	0	0	1604	7606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	5710	0	0	0	0	0	0	0	0	0	0	0	0	347	836	311	151	0	0	0	0	290	0	0	0	0	0	0	0	1135	0	0	0	0	0	0	0	0	0	0	3812	0	0	0	72	0	0	188	0	0	0	0	0	201	231	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	774	0	409	178	81	0	0	0	0	4177	2006	0	3771	0	0	1360	804	0	6042	1648	0	14	0	2771	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1653	0	0	0	3585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	603	487	0	831	0	0	0	0	0	4391	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	76	497	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	2612	0	1183	199	387	0	0	132	0	5810	2317	0	4682	0	0	844	245	0	2156	2092	0	40	0	0	3553	0	0	0	0	0	0	0	0	447
seq15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9216	0	0	13574	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1201	10422	30352	0	0	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2403	0	0	0	0	0	0	0	0	0	0	187	146	0	0	0	0	0	0	0	0	0	1457	0	0	0	0	0	0	0	0	0	0	0	0	1318	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	2689	0	7019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	5038	13909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	155	0	0	0	0	0	0	75	0	122	77	234	0	0	0	0	0	0	249	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	3244	0	0	0	0	0	1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2996	0	0	3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1112	2135	15194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	451	0	0	0	0	0	0	0	0	0
seq16	0	0	0	0	0	0	534	0	0	0	0	0	0	0	200	368	0	0	105	0	0	0	0	0	487	0	0	470	0	0	0	0	0	0	0	1222	0	0	23042	0	0	0	0	0	2989	0	0	0	0	0	0	0	0	0	0	0	1686	0	0	4755	0	0	0	0	0	0	20885	0	0	0	0	0	0	285	0	0	53	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	759	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	0	0	0	0	0	869	0	0	0	0	944	0	0	0	0	0	0	0	0	3576	0	0	0	0	0	0	0	0	0	0	0	0	694	0	0	0	0	1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	0	0	0	0	0	0	0	467	0	0	8614	0	6664	0	0	0	0	0	0	0	0	44	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1974	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	523	0	0	1888	0	0	0	0	0	0	0	0	5152	0	0	0	1904	0	0	0	1201	0	0	0	1303	0	0	0	0	0	0	0	473	0	0	0	867	0	0	0	0	0	0	0	0	0	0	0	12592	0	0	0	0	0	61	0	0	0	0	0	0	0	12226	0	0	0	0	0	0	559	0	0	87	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2492	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0
seq17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	418	0	0	0	0	831	391	0	0	0	0	0	0	0	0	3700	0	0	1122	0	0	0	0	0	0	3892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	161	0	244	0	0	0	292	504	554	0	374	367	2513	823	0	0	1421	13959	0	0	342	0	0	0	0	0	315	0	0	0	0	324	0	163	125	0	0	0	0	366	2431	0	402	1470	251	360	0	20164	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	0	2669	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	228	0	0	0	0	0	0	1218	0	0	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	16	126	217	0	553	30	256	0	0	0	1132	8101	0	0	154	0	0	0	0	495	439	0	0	0	0	891	0	242	237	0	0	0	0	638	2672	0	0	1517	407	584	11707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3004	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	489	0	0	550	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	131	171	0	0	45	33	162	0	0	0	0	6086	0	0	211	0	0	0	0	355	545	0	0	0	0	309	0	284	0	0	0	39	0	28	611	0	152	668	50	722	0	7882	0	0	0	0	0	2849	0	0	0	0
seq18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8841	0	0	0	4467	0	0	0	0	0	0	0	0	0	0	0	0	7416	0	15114	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	254	5565	0	0	0	10094	0	0	0	0	0	0	0	0	335	10727	114	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2574	0	0	0	0	3205	0	2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	1425	0	0	0	2680	0	111	0	0	0	0	0	0	0	1325	42	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2041	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5633	0	8067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7645	0	0	0	4931	0	0	0	0	0	0	0	0	312	4607	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15317	0	3128	0	0	0	0	0	0	0	762	0	0	0	0	10413	0	0	0	117	0	3864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15497	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	2945	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	369	204	0	560	0	0	5527	0	0	0	0	0	0	0	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5561	0	3774	0	0	0	0	0	0	0	0	0	0	3389	0	0	0	0	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9661	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	1626	0	0	0	0	2213	0	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7413	0	4116	0	0	0	0	0	0	0	0	0	0	0	0	0	2657	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	5472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	66	497	0	0	3393	0	0	0	0	0	0	0	0
seq20	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1613	0	0	0	23729	237	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	1073	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	15	2494	0	1041	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	65	536	0	0	0	604	0	0	0	0	8830	0	770	4570	2292	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	8841	0	0	821	0	0	0	0	0	0	0	0	0	0	119	290	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2922	0	332	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	16	279	0	0	0	0	0	0	0	4051	145	0	617	1187	54	0	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1947	0	0	0	15053	131	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	467	441	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4221	0	339	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	1103	0	0	0	0	3918	0	0	603	898	1073	105
seq21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	15568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6697	0	0	0	0	0	0	0	378	0	0	1943	0	19257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	445	0	0	9178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174	0	0	0	0	0	0	0	4992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0
seq22	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	0	0	0	0	0	15216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24910	0	0	0	0	0	0	0	2962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1768	542	1079	0	0	3512	0	0	0	0	0	0	0	0	0	0	0	0	5766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2853	0	0	540	0	0	0	3483	2017	0	0	0	0	0	0	0	0	0	0	9966	0	0	0	0	1606	0	0	0	0	533	0	2080	0	4030	0	0	0	0	0	0	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1943	1190	438	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2165	0	0	234	0	0	0	1880	595	0	0	0	0	0	0	0	0	0	0	20569	0	0	0	0	0	0	0	0	1438	446	0	2392	2223	0	0	769	0	0	0	0	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	1015	959	142	0	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3822	0	0	564	0	0	0	1857	404	0	0	0	0	0	0	0	0	0	0	2148	0	0	0	0	1414	0	0	0	0	692	0	0	1515	501	2138	0
seq24	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	152	0	0	0	0	0	0	0	1045	0	167	398	0	0	2015	0	0	0	0	0	4769	0	0	0	0	302	0	0	0	0	0	0	0	2248	0	0	0	0	0	1381	0	0	2889	0	0	0	0	0	0	1672	196	0	0	0	0	71	0	0	6938	0	0	0	0	0	0	0	0	0	868	0	0	0	0	15549	0	0	0	0	0	105	0	0	0	0	0	0	11	310	0	0	0	0	0	0	393	251	0	0	0	0	282	0	0	0	0	0	355	0	0	1553	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1945	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1933	0	766	0	0	142	0	0	124	0	0	0	4961	0	0	0	0	0	0	50	0	0	0	0	0	1698	0	2588	0	0	0	0	0	0	115	0	0	0	0	0	0	1270	0	0	0	0	0	0	573	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234	0	0	589	3817	0	0	0	0	0	0	0	0	0	2056	0	0	209	0	0	0	2866	0	0	0	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357	251	0	0	0	0	50	0	68	1409	0	0	0	0	0	0	84	0	0	0	0	0	3265	0	8771	0	0	0	0	4	121	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	552	0	0	0	0	0	0	0	0
seq25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	326	0	2644	0	0	1538	0	0	0	0	0	0	0	0	0	105	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3356	0	0	0	0	0	0	311	0	0	0	0	0	22333	143	0	0	0	85	0	0	0	0	0	243	0	21	452	0	0	0	3146	0	0	0	0	0	0	1252	199	1914	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	42	0	0	829	0	473	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0	0	0	0	0	601	0	0	0	0	0	11717	118	0	0	0	71	0	51	0	0	0	228	0	356	439	0	0	0	0	0	0	0	0	0	0	336	1335	0	0	1122	344	0	0	0	0	0	0	0	0	0	0	0	0	0	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	55	0	1705	0	0	0	465	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	721	0	0	0	0	0	24355	232	0	0	0	104	0	338	0	0	0	70	0	28	88	0	0	0	1490	0	0	0	0	0	0	0	85	151	1966	0
